60	15	2020 全国 两会 进行 时 【 健康 第一 民建 福建 省委 两会 呼吁 为 中小学生 松绑 减负 】 全国 两会 召开 在 即 为了 深化 完善 关于 落实 健康 第一 的 教育 理念 为 中小学生 松绑 减负 的 提案 这些 日子 全国政协 委员 民建中央 常委 福建省委 主委 省 中华 职业 教育社 主任 吴志明 带队 开展 了 多次 调研 和 讨论 吴志明 建议 把 体育 列入 中 高考 必考 科目 并 给予 语文 数学 等 主科 一样 的 考分 权重 激发 学校 家长 学生 的 内生 动力 抓住 牛鼻子 这样 一切 问题 都 迎刃而解 了 为此 吴志明 组织 民建 省委 会内 多名 专家学者 与 相关 部门 业内人士 展开 多次 讨论 研究 O 健康 第一 民建 福建省委 两会 呼吁 为 中小学生 松绑 减负 收起 全文 d
61	10	吴志明 等 委员 持续 关注 中小学生 身体素质 对 中小学生 的 书包 越来越重 睡眠 时间 越来越少 体能 日益 下降 以及 近视 肥胖 发生率 居高不下 小 眼镜 小 胖墩 越来越 多 等 问题 深感 担忧 他 认为 囿于 陈旧 的 育才 观念 落后 单一 的 学校 考评 规则 等 诸多 原因 导致 了 政府 出台 的 一系列 减负 政策措施 无法 真正 落地 片面追求 升学率 名校 录取率 搞 成绩排名 等 问题 没有 得到 根本 解决 是 时候 适度 调整 一下 教育 指挥棒 的 方向 了 聚焦 两会 教育 两会 看 教育 O 为 中小学生 减负 这件 大事 108 名 全国政协 委员 联名 提交 提案 收起 全文 d
62	33	2020 关注 两会 ## 逐梦 奋进 共 韶华 ## 两会 小 发现 健康 第一 民建 福建省委 两会 呼吁 为 中小学生 松绑 减负 建议 把 体育 列入 中 高考 必考 科目 并 给予 主科 相同 的 考分 权重 L 福建 新闻广播 fm1036 的 微博 视频
63	0	2020 关注 两会 ## 逐梦 奋进 共 韶华 ## 两会 小 发现 健康 第一 民建 福建省委 两会 呼吁 为 中小学生 松绑 减负 建议 把 体育 列入 中 高考 必考 科目 并 给予 主科 相同 的 考分 权重 转发 微博 2020 关注 两会 ## 逐梦 奋进 共 韶华 ## 两会 小 发现 健康 第一 民建 福建省委 两会 呼吁 为 中小学生 松绑 减负 建议 把 体育 列入 中 高考 必考 科目 并 给予 主科 相同 的 考分 权重 L 福建 新闻广播 fm1036 的 微博 视频
64	7	【 山东 2020 体育 专业 考试 月 日 — 18 日 进行 】 今日 山东省 教育 招生 考试院 网站 发布 了 《 山东省 教育厅 关于 做好 山东省 2020 年 普通 高等学校 体育 专业 招生 有关 工作 的 通知 》 我省 体育 专业 考试 将 于 2020 年 月 日 — 18 日 进行 《 通知 》 的 具体内容 随 山东 教育 发布 小编 一起 来看 ↓ ↓ ↓ 山东省 教育厅 关于 做好 山东省 2020 年 普通 高等学校 体育 专业 招生 有关 工作 的 通知 各市 教育 教体 局 有关 高等学校 为 做好 我省 2020 年 普通 高等学校 体育 专业 招生 工作 根据 教育部 《 普通高校 体育 专业 招生 工作 暂行规定 》 精神 结合 我省 实际 现将 有关 事项 通知 如下 一 报名 考生 须 参加 山东省 2020 年 普通高校 招生 统一 考试 夏季 以下 简称 夏季 高考 报名 缴费 且 符合 体育 专业 报考 条件 未 按时 缴纳 体育 专业 考试费 的 考生 视为 放弃 报考 体育 专业 资格 不能 参加 体育 专业 考试 二 考试 报考 体育 专业 的 考生 须 参加 体育 专业 考试 和 高考 文化 考试 一 体育 专业 考试 体育 专业 考试 工作 在 省 教育厅 领导 下 由省 教育 招生 考试院 统一 管理 山东师范大学 负责 组织 实施 . 考试 工作人员 选聘 与 培训 考试 工作人员 包括 考评 员 纪检员 计算机 操作员 等 均 实行 聘任制 并 进行 考前 培训 选聘 条件 遵纪守法 责任心 强 作风正派 熟悉 考试 业务 工作 认真负责 身体健康 能 胜任 考试 工作 为 相关 单位 在编 在职 工作人员 当年 无 直系亲属 或 利害 关系人 参加考试 考评 员须 为 我省 体育类 考试 评审 专家库 中 人员 且 个人 未 举办 相关 专业 的 培训班 或 参与 社会 培训 机构 组织 的 任何 形式 的 有关 培训 和 指导 工作 选聘 人员 月 19 日 — 月 日 期间 不得 离鲁 无 疫区 接触 史 选聘 办法 考评 员 从 我省 体育类 考试 评审 专家库 中 随机 选定 后 由省 教育 招生 考试院 签发 聘书 聘书 一旦 签发 人员 组成 不 允许 变更 纪检员 由省 教育 招生 考试院 从 各 市级 招生 考试 机构 中 选聘 其他 工作人员 由 山东师范大学 统一 选聘 考前 培训 所有 考试 工作人员 均 需 进行 考前 相关 业务培训 考核 合格 方 能 上岗 . 专业 考试 时间 2020 年 月 日 — 18 日 考生 以市 县为 单位 分 批 具体安排 见 下方 《 时间 安排表 》 月 30 日前 省 教育 招生 考试院 向 考生 推送 短信 告知 考生 具体 考试 时间 安排 请 考生 保持 高考 报名 时 确认 的 电话 畅通 同时 省 教育 招生 考试院 将 应届生 考试 时间 安排 情况 发给 各 有关 中学 将 往届生 考试 时间 安排 发给 考生 报名 县 市 区 招生 考试 机构 没有 收到 短信 的 考生 可 前往 相关 地点 查询 按照 规定 时间 参加考试 由于 部分 考生 兼报 体育 单招 考试 时间重叠 为 便于 兼报 考生 能 兼顾 考试 将 所有 兼报 考生 安排 在 第一批 进行 考试 . 考试内容 包括 基本素质 考试 和 专项 考试 基本素质 考试 项目 为 项 100 米 立定 跳远 和 原地 推铅球 专项 考试 项目 为 项 考生 可 在 田径 不 包含 100 米 篮球 排球 足球 乒乓球 体操 武术 等 项目 中 选择 . 计分 办法 专业 考试成绩 由 专项 考试成绩 和 基本素质 考试成绩 相加 得出 满 分为 100 分 其中 专项 考试成绩 满 分为 40 分 基本素质 考试成绩 满 分为 60 分 . 考试 工作 流程 考生 报 到 考生 须 在 规定 的 专项 考试 时间 的 前一天 下午 点至 点 30 分到 山东师范大学 西门 内报 到 历 山路 在 文化 路口 和 经十 路口 之间 路段 的 东侧 山东师范大学 体育场 看台 西侧 报到 时 须 携带 以下 相关 材料 本人 有效 居民身份证 《 山东省 2020 年 普通 高考 考生 夏季 高考 报名 信息 确认 单及 专业 测试 报 考证 》 《 山东省 2020 年 参加 体育 专业 测试 诚信 表 》 《 体温 测量 登记表 》 经 考点 核对 确认 后 领取 考试 号码 考前 准备 考点 应 做好 考试 设备 以及 监控 录像 设备 计算机 等 硬件 设施 的 准备 调试 工作 对 考试 场地 及 相关 器械 进行 维护 将 考试 场地 考生 通道 与 学校 其他 区域 进行 物理 隔离 组织 考评 员 纪检员 计算机 操作员 等 工作人员 认真学习 考试 实施 流程 评分标准 等 考试 分组 考点 根据 各市 报名 人数 进行 合理 分组 并 编制 秩序 册 根据 各 项目 特点 抽签 确定 各组 考评 员 纪检员 及 计算机 操作员 并 于 考试 当日 公布 考试 实施 考生 凭 本人 有效 居民身份证 考试 号码 入场 参加 专业 考试 考试 过程 中 的 数据 显示 打印 传输 保存 等 环节 均 由 计算机系统 自动 完成 考试 过程 实行 全程 监控 录像 所有 考试 项目 和 所有 参加考试 的 考生 均 有 实况录像 录像 资料 保留 年 成绩 确认 每 项 考试 结束 当场 公布 考试成绩 考生 现场 按 手印 确认 自己 的 成绩 如对 本人 成绩 有 疑问 应 在 成绩 确认 时向 考点 申请 复核 逾期 不予 受理 当日 全部 项目 考试 完成 成绩 经 汇总 核对 无误 后 张贴 公布 接受 监督 统分 考点 将经 考生 确认 无异议 的 考试成绩 按照 规定 格式 报送 省 教育 招生 考试院 省 教育 招生 考试院 对 考生 各个 项目 考试成绩 检查 核对 后 汇总 合成 考生 最终 成绩 成绩 公布 O7 月 14 日 12 时起 通过 山东省 教育 招生 考试院 网站 公布 考生 体育 专业 考试成绩 二 文化 科目 考试 体育 专业 考生 须 参加 我省 2020 年 夏季 高考 考试 科目 为 语文 数学 外语 和 考生 自主 选择 的 门 普通高中 学业 水平 等级 考试 科目 三 分数线 的 划定 一 体育 专业 考试合格 分数线 根据 考生 的 体育 专业 考试成绩 按 合格 人数 不 超过 本专科 招生 计划 总数 倍 的 比例 确定 专业 考试合格 分数线 本专科 专业 合格 分数线 相同 月 14 日 通过 省 教育 招生 考试院 网站 公布 二 综合 成绩 分段 线 在 专业 成绩 合格 生源 范围 内 按 综合 分数 划线 综合 分数 折算 办法 为 综合 分数 = 专业 成绩 * 750 100 * 70% + 文化 成绩 * 30% 综合 分数 小数点 后 按 四舍五入 保留 两位 小数 根据 考生 综合 成绩 按照 体育类 本科 招生 计划数 的 1.2 划定 体育类 一段 线 按照 体育类 本 专科 招生 计划 总数 和 生源 情况 划定 体育类 二段 线 作为 考生 参与 录取 的 最低 控制线 四 志愿 填报 体育类 分为 提前 批 和 常规 批 两个 录取 批次 提前 批 包括 省属 公费 师范生 等 类型 的 本科 招生 实行 以 学校 为 单位 的 志愿 模式 达到 体育类 一段 线 的 考生 可以 填报 提前 批 志愿 常规 批 包括 未 列入 提前 批 的 其他 本 专科 招生 实行 平行 志愿 分段 填报 分段 录取 五 投档 及 录取 一 投档 办法 提前 批 在 我省 体育类 一段 线上 按照 考生 志愿 关联 体育 专业 合格 成绩 以 综合 分 排序 按规定 的 比例 进行 投档 常规 批 在 综合 成绩 专业 成绩 均 达到 我省 要求 的 考生 范围 内 按照 学校 体育 专业 招生 计划数 的 比例 依据 考生 综合 分从 高到 低 的 顺序 按 平行 志愿 投档 原则 投档 二 录取 办法 在 投档 范围 内 各 招生 高校 依据 招生 章程 按照 考生 综合 成绩 确定 考生 是否 录取 及 录取 专业 因 招生 章程 与 国家 和 我省 有关 文件 规定 不 一致 或 不 严格执行 招生 章程 造成 的 遗留问题 由 高校 负责 处理 凡是 普通高校 运动 训练 武术 与 民族 传统 体育 专业 已经 确定 录取 的 考生 将 不再 参加 普通高校 体育 专业 录取 六 工作 要求 一 加强 组织 领导 普通高校 体育 专业 招生 工作 是 国家 教育 考试 招生 工作 的 重要 组成部分 事关 考生 切身利益 和 社会 和谐 稳定 各市 教育 行政部门 招生 考试 机构 专业 考点 及 有关 招生 高校 要 高度重视 体育 专业 招生 考试 工作 切实加强 领导 健全 工作 机制 明确 职责 分工 精心组织 周密 部署 采取 得力 措施 狠抓 关键环节 严守 招生 工作 纪律 全面落实 工作 责任制 和 责任 追究制 切实 维护 招生 工作 公平 公正 和 广大 考生 合法权益 二 强化 疫情 防控 考点 要 成立 疫情 防控 组织 领导 机构 完善 疫情 防控 制度 建立 联防 联控 机制 制定 详细 的 疫情 防控 方案 和 应急 处置 预案 要 备足 备齐 防控 物资 开展 防疫 教育 培训 宣传 做好 考试 场地 场所 及 设施 消毒 保证 环境卫生 和 良好 通风 要 对 考试 工作人员 考生 进行 体温 监测 登记 切实做好 考试 现场 考生 和 工作人员 防护 为 避免 考生 聚集 严格 按照 考试 批次 安排 考生 进入 考点 非 当日 批次 考试 的 考生 不得 进入 考点 请 考生 依照 《 山东省 2020 年 体育 专业 考试 各市 考生 报到 及 考试 时间 安排表 》 《 秩序 册 》 报到 时 领取 中 明确 的 考试 批次 合理安排 赴考 时间 考试 区域 实行 封闭 管理 所有 送考 陪考 人员 及 车辆 不得 进入 考点 考生 考试 工作人员 在 参加考试 期间 不 串门 不 聚餐 不 聚会 不 出入 商场 超市 等 人员 密集 场所 要 注意 个人卫生 和 休息 增强体质 提升 免疫力 考生 在 参加考试 期间 一旦 出现 发热 干咳 乏力 鼻塞 流涕 咽痛 腹泻 等 症状 应立即 向 考点 医务人员 报告 按 突发 应急 预案 妥善处置 考生 进入 考点 考场 须 自觉 出示 健康 卡 码 接受 体温 检测 全程 佩戴 口罩 考生 在 核验 身份 或 考试 过程 中 除外 服从 现场 工作人员 管理 及 防疫 工作 安排 考点 内 不得 随意 走动 候考 时 考生 之间 应 尽量 保持 米 以上 距离 避免 近距离 接触 交流 考试 结束 后 考生 应 迅速 离开 考点 减少 人员 聚集 三 规范 考试 实施 . 体育 专业 考试 是 国家 教育 考试 的 组成部分 考点 和 考试 工作人员 要 充分认识 体育 专业 考试 的 重要性 进一步提高 政治 站位 和 思想觉悟 认真学习 国家 及 我省 各项政策 规定 强化 责任 担当 严格遵守 程序 认真 履行职责 确保 体育 专业 考试 安全 平稳 有序 . 考点 应 加强 工作人员 的 选聘 和 培训 考评 员 从 我省 体育类 考试 评审 专家库 中 随机 选定 由省 教育 招生 考试院 发放 聘书 纪检员 从 各市 招生 考试 机构 中 选聘 计算机 操作员 等 工作人员 由 考点 统一 聘用 要 对 工作人员 进行 上岗 培训 和 警示 教育 并 签订 利益 关系 者 回避 与 诚信 评价 承诺书 建立 违规 考评 员 黑名单 通报制度 . 考点 要 制定 详细 的 考试 实施方案 疫情 防控 方案 和 应急 处置 预案 规范 工作 程序 健全 监督制度 实施方案 应 包括 考点 机构 设置 及 职责 人员 选聘 办法 与 分工 考试 时间 安排 考试 实施 流程 偶发 及 突发事件 应急 处理 预案 成绩 记录 及 公布 办法 成绩 异议 处置 流程 等 疫情 防控 方案 应 包括 组织 机构 设置 及 分工 防控 规范 要求 突发 疫情 处置 程序 等 . 切实加强 成绩 信息 的 安全 管理 考试 项目 尽量 采用 电子设备 进行 计量 客观 反映 考生 的 考试成绩 人工 计分 环节 要 由 专人 负责 对 所有 考生 成绩 进行 逐一 审核 并 须 设置 双人 双岗 负责 所有 成绩 的 录入 及 核对 四 做好 安全 防范 工作 各地 高中 学校 要 加强 对 考生 参加 体育考试 期间 的 食宿 交通 等 防疫 教育 培训 指导 考生 做好 个人 防护 在 考试 期间 尽量 采取 错峰 就餐 分散 就餐 的 方式 减少 人员 聚集 用餐 考生 赴考 遵守 两点 一线 出行 模式 点到点 往返 住所 和 考点 不 参加 聚集 性 活动 自觉 减少 社会 接触 考试 结束 即 返回 当地 教育 行政部门 生源 学校 考点 要 健全 风险 防控 机制 加强 对 考生 的 安全 教育 培养 考生 的 安全意识 和 自我 保护 能力 提高 考生 意外 伤害 处置 和 救护 能力 五 强化 诚信 考试 和 安全 教育 教育 行政部门 招生 考试 机构 要 加强 对本 辖区 考生 的 诚信教育 让 诚信 考试 成为 学生 的 内在 动力 价值 追求 和 行为习惯 从 源头 上 杜绝 考试 违纪 作弊 行为 通过 宣传 国家 法律法规 签订 考试 诚信 承诺书 违纪 舞弊 案例 警示 教育 等 多种形式 多种 渠道 开展 诚信 考试 和 考试 纪律 专题 教育 让 考生 熟知 《 中华人民共和国 刑法 》 修正案 九 《 中华人民共和国 教育法 》 《 国家 教育 考试 违规 处理 办法 》 教育部 令 第 33 号 《 山东省 公共 信用 信息管理 办法 》 山东省人民政府 令 第 314 号 等 相关 法律法规 自觉遵守 考试 纪律 和 考试 规则 清楚 认识 到 考试 违纪 作弊 所 产生 的 严重后果 和 危害 做到 诚信 应试 自觉 拒绝 和 抵制 考试 违纪 作弊 行为 六 严肃 考风 考纪 所有 工作人员 要 严格执行 考试 招生 政策 坚持原则 遵纪守法 坚决 抵制 不正之风 要 加强 考试 管理 采取 多种 监测 手段 严把 考场 入口关 加强 考生 身份验证 严禁 考生 将 手机 等 违禁物品 带入 考场 严防 替考 及其 他 作弊 行为 对 被 认定 为 违纪 作弊 的 考生 一律 形成 书面材料 报 山东省 教育 招生 考试院 依据 国家 和 省 有关 规定 进行 处理 并 对 涉事 有关 人员 进行 倒查 追责 要 充分发挥 社会 监督 作用 在 考点 明显 位置 设立 举报箱 及时 公布 举报电话 密切 关注 网络 舆情 调动 各 方面 力量 共同 营造 良好 的 舆论 氛围 和 考试 环境 收起 全文 d
65	4	【 山东 体育 专业 考试 月 日起 进行 考生 须 参加 体育 专业 考试 和 高考 文化 考试 】 据省 教育 招生 考试院 网站 月 22 日 消息 山东省 体育 专业 考试 将 于 2020 年 月 日 — 18 日 进行 报考 体育 专业 的 考生 须 参加 体育 专业 考试 和 高考 文化 考试 山东 体育 专业 考试 时间 根据 《 关于 做好 山东省 2020 年 普通 高等学校 体育 专业 招生 有关 工作 的 通知 》 考生 须 参加 山东省 2020 年 普通高校 招生 统一 考试 夏季 以下 简称 夏季 高考 报名 缴费 且 符合 体育 专业 报考 条件 未 按时 缴纳 体育 专业 考试费 的 考生 视为 放弃 报考 体育 专业 资格 不能 参加 体育 专业 考试 在 青岛 济宁 泰安 聊城 莘县 茌平 区 的 考生 考生 本人 考试 前一天 进行 报 到 月 日至 日 进行 测试 烟台 东营 潍坊 威海 聊城 东昌府区 阳谷县 东阿县 冠县 高唐县 临清市 的 考生 考生 本人 考试 前一天 进行 报 到 月 日 — 10 日 进行 测试 济南 德州 滨州 淄博 枣庄 的 考生 考生 本人 考试 前一天 进行 报 到 月 11 日 — 14 日 进行 测试 日照 临沂 菏泽 的 考生 考生 本人 考试 前一天 进行 报 到 月 15 日 — 18 日 进行 测试 通知 称 考试内容 包括 基本素质 考试 和 专项 考试 基本素质 考试 项目 为 100 米 立定 跳远 和 原地 推铅球 专项 考试 项目 为 项 考生 可 在 田径 不 包含 100 米 篮球 排球 足球 乒乓球 体操 武术 等 项目 中 选择 在 文化 科目 考试 上 体育 专业 考生 须 参加 我省 2020 年 夏季 高考 考试 科目 为 语文 数学 外语 和 考生 自主 选择 的 门 普通高中 学业 水平 等级 考试 科目 据介绍 专业 考试成绩 由 专项 考试成绩 和 基本素质 考试成绩 相加 得出 满 分为 100 分 其中 专项 考试成绩 满 分为 40 分 基本素质 考试成绩 满 分为 60 分 根据 考生 的 体育 专业 考试成绩 按 合格 人数 不 超过 本专科 招生 计划 总数 倍 的 比例 确定 专业 考试合格 分数线 本专科 专业 合格 分数线 相同 月 14 日 通过 省 教育 招生 考试院 网站 公布 在 志愿 填报 方面 体育类 分为 提前 批 和 常规 批 两个 录取 批次 提前 批 包括 省属 公费 师范生 等 类型 的 本科 招生 实行 以 学校 为 单位 的 志愿 模式 达到 体育类 一段 线 的 考生 可以 填报 提前 批 志愿 常规 批 包括 未 列入 提前 批 的 其他 本 专科 招生 实行 平行 志愿 分段 填报 分段 录取 考生 须 在 规定 的 专项 考试 时间 的 前一天 下午 点至 点 30 分到 山东师范大学 西门 内报 到 历 山路 在 文化 路口 和 经十 路口 之间 路段 的 东侧 山东师范大学 体育场 看台 西侧 大众 报业 齐鲁晚报 记者 巩悦悦 收起 全文 d
66	0	【 山东 体育 专业 考试 月 日起 进行 考生 须 参加 体育 专业 考试 和 高考 文化 考试 】 据省 教育 招生 考试院 网站 月 22 日 消息 山东省 体育 专业 考试 将 于 2020 年 月 日 — 18 日 进行 报考 体育 专业 的 考生 须 参加 体育 专业 考试 和 高考 文化 考试 山东 体育 专业 考试 时间 根据 《 关于 做好 山东省 2020 年 普通 高等学校 体育 专业 招生 有关 工作 的 通知 》 考生 须 参加 山东省 2020 年 普通高校 招生 统一 考试 夏季 以下 简称 夏季 高考 报名 缴费 且 符合 体育 专业 报考 条件 未 按时 缴纳 体育 专业 考试费 的 考生 视为 放弃 报考 体育 专业 资格 不能 参加 体育 专业 考试 在 青岛 济宁 泰安 聊城 莘县 茌平 区 的 考生 考生 本人 考试 前一天 进行 报 到 月 日至 日 进行 测试 烟台 东营 潍坊 威海 聊城 东昌府区 阳谷县 东阿县 冠县 高唐县 临清市 的 考生 考生 本人 考试 前一天 进行 报 到 月 日 — 10 日 进行 测试 济南 德州 滨州 淄博 枣庄 的 考生 考生 本人 考试 前一天 进行 报 到 月 11 日 — 14 日 进行 测试 日照 临沂 菏泽 的 考生 考生 本人 考试 前一天 进行 报 到 月 15 日 — 18 日 进行 测试 通知 称 考试内容 包括 基本素质 考试 和 专项 考试 基本素质 考试 项目 为 100 米 立定 跳远 和 原地 推铅球 专项 考试 项目 为 项 考生 可 在 田径 不 包含 100 米 篮球 排球 足球 乒乓球 体操 武术 等 项目 中 选择 在 文化 科目 考试 上 体育 专业 考生 须 参加 我省 2020 年 夏季 高考 考试 科目 为 语文 数学 外语 和 考生 自主 选择 的 门 普通高中 学业 水平 等级 考试 科目 据介绍 专业 考试成绩 由 专项 考试成绩 和 基本素质 考试成绩 相加 得出 满 分为 100 分 其中 专项 考试成绩 满 分为 40 分 基本素质 考试成绩 满 分为 60 分 根据 考生 的 体育 专业 考试成绩 按 合格 人数 不 超过 本专科 招生 计划 总数 倍 的 比例 确定 专业 考试合格 分数线 本专科 专业 合格 分数线 相同 月 14 日 通过 省 教育 招生 考试院 网站 公布 在 志愿 填报 方面 体育类 分为 提前 批 和 常规 批 两个 录取 批次 提前 批 包括 省属 公费 师范生 等 类型 的 本科 招生 实行 以 学校 为 单位 的 志愿 模式 达到 体育类 一段 线 的 考生 可以 填报 提前 批 志愿 常规 批 包括 未 列入 提前 批 的 其他 本 专科 招生 实行 平行 志愿 分段 填报 分段 录取 考生 须 在 规定 的 专项 考试 时间 的 前一天 下午 点至 点 30 分到 山东师范大学 西门 内报 到 历 山路 在 文化 路口 和 经十 路口 之间 路段 的 东侧 山东师范大学 体育场 看台 西侧 记者 巩悦悦 via . 齐鲁晚报 收起 全文 d
67	0	【 山东 体育 专业 考试 月 日起 进行 考生 须 参加 体育 专业 考试 和 高考 文化 考试 】 据省 教育 招生 考试院 网站 月 22 日 消息 山东省 体育 专业 考试 将 于 2020 年 月 日 — 18 日 进行 报考 体育 专业 的 考生 须 参加 体育 专业 考试 和 高考 文化 考试 山东 体育 专业 考试 时间 根据 《 关于 做好 山东省 2020 年 普通 高等学校 体育 专业 招生 有关 工作 的 通知 》 考生 须 参加 山东省 2020 年 普通高校 招生 统一 考试 夏季 以下 简称 夏季 高考 报名 缴费 且 符合 体育 专业 报考 条件 未 按时 缴纳 体育 专业 考试费 的 考生 视为 放弃 报考 体育 专业 资格 不能 参加 体育 专业 考试 在 青岛 济宁 泰安 聊城 莘县 茌平 区 的 考生 考生 本人 考试 前一天 进行 报 到 月 日至 日 进行 测试 烟台 东营 潍坊 威海 聊城 东昌府区 阳谷县 东阿县 冠县 高唐县 临清市 的 考生 考生 本人 考试 前一天 进行 报 到 月 日 — 10 日 进行 测试 济南 德州 滨州 淄博 枣庄 的 考生 考生 本人 考试 前一天 进行 报 到 月 11 日 — 14 日 进行 测试 日照 临沂 菏泽 的 考生 考生 本人 考试 前一天 进行 报 到 月 15 日 — 18 日 进行 测试 通知 称 考试内容 包括 基本素质 考试 和 专项 考试 基本素质 考试 项目 为 100 米 立定 跳远 和 原地 推铅球 专项 考试 项目 为 项 考生 可 在 田径 不 包含 100 米 篮球 排球 足球 乒乓球 体操 武术 等 项目 中 选择 在 文化 科目 考试 上 体育 专业 考生 须 参加 我省 2020 年 夏季 高考 考试 科目 为 语文 数学 外语 和 考生 自主 选择 的 门 普通高中 学业 水平 等级 考试 科目 据介绍 专业 考试成绩 由 专项 考试成绩 和 基本素质 考试成绩 相加 得出 满 分为 100 分 其中 专项 考试成绩 满 分为 40 分 基本素质 考试成绩 满 分为 60 分 根据 考生 的 体育 专业 考试成绩 按 合格 人数 不 超过 本专科 招生 计划 总数 倍 的 比例 确定 专业 考试合格 分数线 本专科 专业 合格 分数线 相同 月 14 日 通过 省 教育 招生 考试院 网站 公布 在 志愿 填报 方面 体育类 分为 提前 批 和 常规 批 两个 录取 批次 提前 批 包括 省属 公费 师范生 等 类型 的 本科 招生 实行 以 学校 为 单位 的 志愿 模式 达到 体育类 一段 线 的 考生 可以 填报 提前 批 志愿 常规 批 包括 未 列入 提前 批 的 其他 本 专科 招生 实行 平行 志愿 分段 填报 分段 录取 考生 须 在 规定 的 专项 考试 时间 的 前一天 下午 点至 点 30 分到 山东师范大学 西门 内报 到 历 山路 在 文化 路口 和 经十 路口 之间 路段 的 东侧 山东师范大学 体育场 看台 西侧 大众 报业 收起 全文 d
68	0	【 山东 体育 专业 考试 月 日起 进行 考生 须 参加 体育 专业 考试 和 高考 文化 考试 】 据省 教育 招生 考试院 网站 月 22 日 消息 山东省 体育 专业 考试 将 于 2020 年 月 日 — 18 日 进行 报考 体育 专业 的 考生 须 参加 体育 专业 考试 和 高考 文化 考试 山东 体育 专业 考试 时间 根据 《 关于 做好 山东省 2020 年 普通 高等学校 体育 专业 招生 有关 工作 的 通知 》 考生 须 参加 山东省 2020 年 普通高校 招生 统一 考试 夏季 以下 简称 夏季 高考 报名 缴费 且 符合 体育 专业 报考 条件 未 按时 缴纳 体育 专业 考试费 的 考生 视为 放弃 报考 体育 专业 资格 不能 参加 体育 专业 考试 在 青岛 济宁 泰安 聊城 莘县 茌平 区 的 考生 考生 本人 考试 前一天 进行 报 到 月 日至 日 进行 测试 烟台 东营 潍坊 威海 聊城 东昌府区 阳谷县 东阿县 冠县 高唐县 临清市 的 考生 考生 本人 考试 前一天 进行 报 到 月 日 — 10 日 进行 测试 济南 德州 滨州 淄博 枣庄 的 考生 考生 本人 考试 前一天 进行 报 到 月 11 日 — 14 日 进行 测试 日照 临沂 菏泽 的 考生 考生 本人 考试 前一天 进行 报 到 月 15 日 — 18 日 进行 测试 通知 称 考试内容 包括 基本素质 考试 和 专项 考试 基本素质 考试 项目 为 100 米 立定 跳远 和 原地 推铅球 专项 考试 项目 为 项 考生 可 在 田径 不 包含 100 米 篮球 排球 足球 乒乓球 体操 武术 等 项目 中 选择 在 文化 科目 考试 上 体育 专业 考生 须 参加 我省 2020 年 夏季 高考 考试 科目 为 语文 数学 外语 和 考生 自主 选择 的 门 普通高中 学业 水平 等级 考试 科目 据介绍 专业 考试成绩 由 专项 考试成绩 和 基本素质 考试成绩 相加 得出 满 分为 100 分 其中 专项 考试成绩 满 分为 40 分 基本素质 考试成绩 满 分为 60 分 根据 考生 的 体育 专业 考试成绩 按 合格 人数 不 超过 本专科 招生 计划 总数 倍 的 比例 确定 专业 考试合格 分数线 本专科 专业 合格 分数线 相同 月 14 日 通过 省 教育 招生 考试院 网站 公布 在 志愿 填报 方面 体育类 分为 提前 批 和 常规 批 两个 录取 批次 提前 批 包括 省属 公费 师范生 等 类型 的 本科 招生 实行 以 学校 为 单位 的 志愿 模式 达到 体育类 一段 线 的 考生 可以 填报 提前 批 志愿 常规 批 包括 未 列入 提前 批 的 其他 本 专科 招生 实行 平行 志愿 分段 填报 分段 录取 考生 须 在 规定 的 专项 考试 时间 的 前一天 下午 点至 点 30 分到 山东师范大学 西门 内报 到 历 山路 在 文化 路口 和 经十 路口 之间 路段 的 东侧 山东师范大学 体育场 看台 西侧 齐鲁晚报 收起 全文 d
69	118	两会 财经报道 【 百余 委员 联名 提案 建议 把 体育 列入 必考 科目 给 中小学生 减负 】 是 时候 适度 调整 一下 教育 指挥棒 的 方向 了 日前 全国政协 委员 吴志明 领衔 提交 为 中小学生 减负 的 提案 建议 重新 疏理 制定 国家 教育 评价 体系 把 体育 列入 中 高考 必考 科目 并 给予 语文 数学 等 主科 一样 的 考分 权重 激发 学校 家长 学生 的 内生 动力 真正 实现 为 中小学生 松绑 减负 O 百余 委员 联名 提案 给 中小学生 减负 把 体育 列入 必考 科目 收起 全文 d
